x1 x2 x3 x4
0.27100319 0.24964837 0.22959864 0.24974980
0.27092765 0.24970669 0.22960567 0.24975999
0.27085195 0.24976502 0.22961285 0.24977018
0.27077609 0.24982336 0.22962017 0.24978037
0.27070007 0.24988172 0.22962765 0.24979056
0.27062389 0.24994008 0.22963527 0.24980075
0.27054755 0.24999846 0.22964305 0.24981095
0.27047104 0.25005685 0.22965097 0.24982114
0.27039439 0.25011524 0.22965904 0.24983133
0.27031757 0.25017365 0.22966726 0.24984152
0.27024060 0.25023206 0.22967563 0.24985171
0.27016347 0.25029048 0.22968415 0.24986191
0.27008618 0.25034891 0.22969282 0.24987210
0.27000874 0.25040734 0.22970163 0.24988229
0.26993114 0.25046578 0.22971059 0.24989248
0.26985340 0.25052423 0.22971971 0.24990267
0.26977549 0.25058268 0.22972897 0.24991286
0.26969744 0.25064114 0.22973838 0.24992305
0.26961923 0.25069960 0.22974793 0.24993324
0.26954087 0.25075807 0.22975764 0.24994342
0.26946236 0.25081654 0.22976749 0.24995361
0.26938370 0.25087502 0.22977750 0.24996379
0.26930488 0.25093349 0.22978765 0.24997398
0.26922592 0.25099197 0.22979794 0.24998416
0.26914681 0.25105045 0.22980839 0.24999434
0.26906756 0.25110894 0.22981898 0.25000452
0.26898815 0.25116742 0.22982973 0.25001470
0.26890860 0.25122591 0.22984062 0.25002488
0.26882890 0.25128439 0.22985165 0.25003505
0.26874906 0.25134287 0.22986284 0.25004523
0.26866907 0.25140136 0.22987417 0.25005540
0.26858894 0.25145984 0.22988565 0.25006557
0.26850866 0.25151832 0.22989728 0.25007574
0.26842824 0.25157680 0.22990905 0.25008590
0.26834768 0.25163527 0.22992098 0.25009607
0.26826698 0.25169375 0.22993305 0.25010623
0.26818613 0.25175222 0.22994526 0.25011639
0.26810514 0.25181068 0.22995763 0.25012655
0.26802402 0.25186914 0.22997014 0.25013670
0.26794275 0.25192759 0.22998280 0.25014685
0.26786135 0.25198604 0.22999560 0.25015700
0.26777981 0.25204449 0.23000855 0.25016715
0.26769813 0.25210292 0.23002165 0.25017730
0.26761631 0.25216136 0.23003490 0.25018744
0.26753436 0.25221978 0.23004829 0.25019758
0.26745227 0.25227819 0.23006183 0.25020771
0.26737004 0.25233660 0.23007551 0.25021784
0.26728768 0.25239500 0.23008934 0.25022797
0.26720519 0.25245339 0.23010332 0.25023810
0.26712257 0.25251176 0.23011744 0.25024822
0.26703981 0.25257013 0.23013171 0.25025834
0.26695692 0.25262849 0.23014613 0.25026846
0.26687390 0.25268684 0.23016069 0.25027857
0.26679075 0.25274517 0.23017540 0.25028868
0.26670747 0.25280350 0.23019025 0.25029879
0.26662406 0.25286181 0.23020525 0.25030889
0.26654052 0.25292010 0.23022039 0.25031899
0.26645685 0.25297839 0.23023568 0.25032908
0.26637305 0.25303666 0.23025112 0.25033917
0.26628913 0.25309491 0.23026670 0.25034926
0.26620508 0.25315315 0.23028242 0.25035934
0.26612091 0.25321138 0.23029829 0.25036941
0.26603661 0.25326959 0.23031431 0.25037949
0.26595219 0.25332778 0.23033047 0.25038956
0.26586765 0.25338596 0.23034678 0.25039962
0.26578298 0.25344412 0.23036323 0.25040968
0.26569819 0.25350226 0.23037982 0.25041974
0.26561327 0.25356038 0.23039656 0.25042979
0.26552824 0.25361849 0.23041344 0.25043983
0.26544309 0.25367657 0.23043047 0.25044987
0.26535782 0.25373464 0.23044764 0.25045991
0.26527242 0.25379268 0.23046496 0.25046994
0.26518691 0.25385071 0.23048242 0.25047996
0.26510129 0.25390871 0.23050002 0.25048998
0.26501554 0.25396669 0.23051777 0.25050000
0.26492968 0.25402465 0.23053566 0.25051001
0.26484370 0.25408259 0.23055370 0.25052001
0.26475761 0.25414050 0.23057187 0.25053001
0.26467141 0.25419839 0.23059020 0.25054000
0.26458509 0.25425626 0.23060866 0.25054999
0.26449866 0.25431410 0.23062727 0.25055997
0.26441211 0.25437192 0.23064602 0.25056995
0.26432545 0.25442971 0.23066492 0.25057992
0.26423869 0.25448748 0.23068395 0.25058988
0.26415181 0.25454522 0.23070313 0.25059984
0.26406482 0.25460293 0.23072245 0.25060979
0.26397773 0.25466062 0.23074192 0.25061974
0.26389052 0.25471827 0.23076153 0.25062968
0.26380321 0.25477590 0.23078128 0.25063961
0.26371579 0.25483350 0.23080117 0.25064954
0.26362827 0.25489108 0.23082120 0.25065946
0.26354064 0.25494862 0.23084138 0.25066937
0.26345290 0.25500613 0.23086169 0.25067928
0.26336506 0.25506361 0.23088215 0.25068918
0.26327712 0.25512106 0.23090275 0.25069907
0.26318907 0.25517848 0.23092349 0.25070896
0.26310092 0.25523587 0.23094438 0.25071884
0.26301267 0.25529322 0.23096540 0.25072871
0.26292432 0.25535054 0.23098656 0.25073857
0.26283587 0.25540783 0.23100787 0.25074843
0.26274732 0.25546508 0.23102932 0.25075828
0.26265867 0.25552230 0.23105090 0.25076813
0.26256992 0.25557949 0.23107263 0.25077796
0.26248108 0.25563663 0.23109450 0.25078779
0.26239213 0.25569375 0.23111651 0.25079761
0.26230310 0.25575082 0.23113866 0.25080742
0.26221396 0.25580786 0.23116094 0.25081723
0.26212474 0.25586487 0.23118337 0.25082703
0.26203541 0.25592183 0.23120594 0.25083682
0.26194600 0.25597876 0.23122865 0.25084660
0.26185649 0.25603564 0.23125149 0.25085637
0.26176689 0.25609249 0.23127448 0.25086614
0.26167720 0.25614930 0.23129760 0.25087590
0.26158742 0.25620607 0.23132087 0.25088565
0.26149755 0.25626279 0.23134427 0.25089539
0.26140759 0.25631948 0.23136781 0.25090512
0.26131754 0.25637613 0.23139149 0.25091484
0.26122740 0.25643273 0.23141531 0.25092456
0.26113718 0.25648929 0.23143927 0.25093427
0.26104687 0.25654580 0.23146336 0.25094396
0.26095647 0.25660228 0.23148760 0.25095365
0.26086599 0.25665871 0.23151197 0.25096333
0.26077543 0.25671509 0.23153648 0.25097301
0.26068478 0.25677143 0.23156112 0.25098267
0.26059405 0.25682773 0.23158591 0.25099232
0.26050323 0.25688397 0.23161083 0.25100197
0.26041234 0.25694018 0.23163588 0.25101160
0.26032136 0.25699633 0.23166108 0.25102123
0.26023031 0.25705244 0.23168641 0.25103084
0.26013917 0.25710850 0.23171188 0.25104045
0.26004796 0.25716451 0.23173748 0.25105005
0.25995667 0.25722047 0.23176323 0.25105964
0.25986530 0.25727639 0.23178910 0.25106921
0.25977385 0.25733225 0.23181512 0.25107878
0.25968233 0.25738806 0.23184127 0.25108834
0.25959073 0.25744382 0.23186755 0.25109789
0.25949906 0.25749954 0.23189397 0.25110743
0.25940732 0.25755520 0.23192053 0.25111696
0.25931550 0.25761080 0.23194722 0.25112648
0.25922361 0.25766636 0.23197404 0.25113599
0.25913165 0.25772186 0.23200100 0.25114548
0.25903962 0.25777731 0.23202810 0.25115497
0.25894752 0.25783270 0.23205533 0.25116445
0.25885534 0.25788804 0.23208270 0.25117392
0.25876310 0.25794333 0.23211019 0.25118337
0.25867080 0.25799856 0.23213783 0.25119282
0.25857842 0.25805373 0.23216559 0.25120226
0.25848598 0.25810885 0.23219349 0.25121168
0.25839347 0.25816391 0.23222153 0.25122109
0.25830090 0.25821891 0.23224970 0.25123050
0.25820826 0.25827385 0.23227800 0.25123989
0.25811556 0.25832874 0.23230643 0.25124927
0.25802279 0.25838357 0.23233500 0.25125864
0.25792997 0.25843834 0.23236370 0.25126800
0.25783708 0.25849305 0.23239253 0.25127735
0.25774413 0.25854769 0.23242149 0.25128668
0.25765112 0.25860228 0.23245059 0.25129601
0.25755805 0.25865681 0.23247982 0.25130532
0.25746492 0.25871127 0.23250918 0.25131462
0.25737174 0.25876568 0.23253867 0.25132391
0.25727850 0.25882002 0.23256829 0.25133319
0.25718520 0.25887429 0.23259805 0.25134246
0.25709184 0.25892851 0.23262793 0.25135172
0.25699843 0.25898266 0.23265795 0.25136096
0.25690497 0.25903674 0.23268810 0.25137019
0.25681145 0.25909076 0.23271837 0.25137941
0.25671788 0.25914472 0.23274878 0.25138862
0.25662426 0.25919861 0.23277932 0.25139781
0.25653058 0.25925243 0.23280999 0.25140699
0.25643686 0.25930619 0.23284079 0.25141617
0.25634309 0.25935988 0.23287171 0.25142532
0.25624926 0.25941350 0.23290277 0.25143447
0.25615539 0.25946705 0.23293396 0.25144360
0.25606147 0.25952053 0.23296527 0.25145272
0.25596750 0.25957395 0.23299672 0.25146183
0.25587349 0.25962730 0.23302829 0.25147093
0.25577943 0.25968057 0.23305999 0.25148001
0.25568532 0.25973378 0.23309182 0.25148908
0.25559118 0.25978691 0.23312378 0.25149814
0.25549699 0.25983997 0.23315586 0.25150718
0.25540275 0.25989296 0.23318807 0.25151621
0.25530847 0.25994588 0.23322041 0.25152523
0.25521416 0.25999873 0.23325288 0.25153424
0.25511980 0.26005150 0.23328547 0.25154323
0.25502540 0.26010420 0.23331820 0.25155221
0.25493096 0.26015682 0.23335104 0.25156117
0.25483649 0.26020937 0.23338402 0.25157012
0.25474198 0.26026184 0.23341712 0.25157906
0.25464743 0.26031424 0.23345034 0.25158799
0.25455284 0.26036656 0.23348370 0.25159690
0.25445822 0.26041881 0.23351717 0.25160580
0.25436357 0.26047098 0.23355078 0.25161468
0.25426888 0.26052307 0.23358451 0.25162355
0.25417415 0.26057508 0.23361836 0.25163241
0.25407940 0.26062702 0.23365234 0.25164125
0.25398461 0.26067887 0.23368644 0.25165008
0.25388979 0.26073065 0.23372067 0.25165889
0.25379495 0.26078234 0.23375502 0.25166769
0.25370007 0.26083396 0.23378949 0.25167648
0.25360516 0.26088550 0.23382409 0.25168525
0.25351023 0.26093695 0.23385882 0.25169400
0.25341527 0.26098832 0.23389366 0.25170275
0.25332028 0.26103962 0.23392863 0.25171147
0.25322527 0.26109082 0.23396372 0.25172019
0.25313023 0.26114195 0.23399893 0.25172889
0.25303517 0.26119299 0.23403427 0.25173757
0.25294008 0.26124395 0.23406973 0.25174624
0.25284497 0.26129482 0.23410531 0.25175490
0.25274984 0.26134561 0.23414101 0.25176354
0.25265469 0.26139632 0.23417684 0.25177216
0.25255951 0.26144693 0.23421278 0.25178077
0.25246432 0.26149747 0.23424885 0.25178937
0.25236911 0.26154791 0.23428503 0.25179795
0.25227388 0.26159827 0.23432134 0.25180651
0.25217863 0.26164854 0.23435777 0.25181506
0.25208336 0.26169872 0.23439432 0.25182360
0.25198808 0.26174882 0.23443098 0.25183212
0.25189278 0.26179882 0.23446777 0.25184062
0.25179747 0.26184874 0.23450468 0.25184911
0.25170215 0.26189857 0.23454170 0.25185758
0.25160681 0.26194830 0.23457885 0.25186604
0.25151146 0.26199795 0.23461611 0.25187448
0.25141609 0.26204750 0.23465349 0.25188291
0.25132072 0.26209697 0.23469099 0.25189132
0.25122534 0.26214634 0.23472861 0.25189971
0.25112994 0.26219562 0.23476635 0.25190809
0.25103454 0.26224480 0.23480420 0.25191645
0.25093913 0.26229390 0.23484217 0.25192480
0.25084371 0.26234290 0.23488026 0.25193313
0.25074829 0.26239180 0.23491847 0.25194144
0.25065286 0.26244061 0.23495679 0.25194974
0.25055742 0.26248933 0.23499523 0.25195802
0.25046198 0.26253795 0.23503378 0.25196629
0.25036654 0.26258647 0.23507245 0.25197454
0.25027109 0.26263490 0.23511124 0.25198277
0.25017565 0.26268323 0.23515014 0.25199099
0.25008020 0.26273146 0.23518915 0.25199919
0.24998475 0.26277960 0.23522828 0.25200737
0.24988930 0.26282764 0.23526753 0.25201554
0.24979385 0.26287558 0.23530689 0.25202369
0.24969840 0.26292342 0.23534636 0.25203182
0.24960295 0.26297116 0.23538595 0.25203994
0.24950751 0.26301880 0.23542565 0.25204804
0.24941207 0.26306634 0.23546547 0.25205612
0.24931664 0.26311378 0.23550539 0.25206419
0.24922121 0.26316112 0.23554543 0.25207224
0.24912579 0.26320836 0.23558559 0.25208027
0.24903038 0.26325549 0.23562585 0.25208828
0.24893497 0.26330252 0.23566623 0.25209628
0.24883957 0.26334945 0.23570672 0.25210426
0.24874418 0.26339628 0.23574732 0.25211222
0.24864880 0.26344300 0.23578803 0.25212017
0.24855343 0.26348962 0.23582885 0.25212809
0.24845807 0.26353614 0.23586979 0.25213600
0.24836272 0.26358255 0.23591083 0.25214390
0.24826739 0.26362885 0.23595199 0.25215177
0.24817207 0.26367505 0.23599325 0.25215963
0.24807676 0.26372114 0.23603463 0.25216747
0.24798147 0.26376713 0.23607611 0.25217529
0.24788619 0.26381301 0.23611770 0.25218309
0.24779093 0.26385878 0.23615940 0.25219088
0.24769569 0.26390444 0.23620122 0.25219865
0.24760047 0.26395000 0.23624313 0.25220640
0.24750526 0.26399545 0.23628516 0.25221413
0.24741008 0.26404078 0.23632730 0.25222185
0.24731491 0.26408601 0.23636954 0.25222954
0.24721977 0.26413113 0.23641189 0.25223722
0.24712464 0.26417614 0.23645434 0.25224488
0.24702954 0.26422103 0.23649691 0.25225252
0.24693446 0.26426582 0.23653958 0.25226014
0.24683941 0.26431049 0.23658235 0.25226775
0.24674438 0.26435505 0.23662523 0.25227533
0.24664937 0.26439950 0.23666822 0.25228290
0.24655440 0.26444384 0.23671131 0.25229045
0.24645944 0.26448806 0.23675451 0.25229798
0.24636452 0.26453217 0.23679781 0.25230549
0.24626963 0.26457617 0.23684122 0.25231298
0.24617476 0.26462005 0.23688473 0.25232046
0.24607992 0.26466382 0.23692835 0.25232791
0.24598512 0.26470747 0.23697207 0.25233535
0.24589034 0.26475100 0.23701589 0.25234277
0.24579560 0.26479442 0.23705981 0.25235017
0.24570089 0.26483773 0.23710384 0.25235755
0.24560621 0.26488091 0.23714797 0.25236491
0.24551157 0.26492398 0.23719220 0.25237225
0.24541696 0.26496693 0.23723654 0.25237957
0.24532239 0.26500977 0.23728098 0.25238687
0.24522785 0.26505248 0.23732551 0.25239416
0.24513335 0.26509508 0.23737015 0.25240142
0.24503889 0.26513756 0.23741489 0.25240866
0.24494447 0.26517991 0.23745973 0.25241589
0.24485008 0.26522215 0.23750467 0.25242310
0.24475574 0.26526427 0.23754971 0.25243028
0.24466144 0.26530626 0.23759485 0.25243745
0.24456718 0.26534814 0.23764009 0.25244460
0.24447296 0.26538989 0.23768543 0.25245172
0.24437878 0.26543152 0.23773086 0.25245883
0.24428465 0.26547303 0.23777640 0.25246592
0.24419056 0.26551442 0.23782203 0.25247299
0.24409652 0.26555568 0.23786776 0.25248004
0.24400253 0.26559682 0.23791359 0.25248706
0.24390858 0.26563784 0.23795951 0.25249407
0.24381467 0.26567873 0.23800553 0.25250106
0.24372082 0.26571950 0.23805165 0.25250803
0.24362701 0.26576014 0.23809787 0.25251498
0.24353326 0.26580066 0.23814418 0.25252191
0.24343955 0.26584105 0.23819058 0.25252881
0.24334590 0.26588132 0.23823709 0.25253570
0.24325229 0.26592145 0.23828368 0.25254257
0.24315874 0.26596147 0.23833037 0.25254942
0.24306524 0.26600135 0.23837716 0.25255624
0.24297180 0.26604111 0.23842404 0.25256305
0.24287841 0.26608074 0.23847101 0.25256984
0.24278508 0.26612024 0.23851808 0.25257660
0.24269180 0.26615961 0.23856524 0.25258335
0.24259858 0.26619886 0.23861249 0.25259007
0.24250542 0.26623797 0.23865984 0.25259677
0.24241231 0.26627695 0.23870728 0.25260346
0.24231927 0.26631581 0.23875481 0.25261012
0.24222628 0.26635453 0.23880243 0.25261676
0.24213335 0.26639312 0.23885014 0.25262338
0.24204049 0.26643159 0.23889795 0.25262998
0.24194769 0.26646992 0.23894584 0.25263656
0.24185495 0.26650811 0.23899382 0.25264312
0.24176227 0.26654618 0.23904190 0.25264965
0.24166966 0.26658411 0.23909006 0.25265617
0.24157711 0.26662191 0.23913832 0.25266266
0.24148462 0.26665958 0.23918666 0.25266914
0.24139221 0.26669711 0.23923509 0.25267559
0.24129986 0.26673451 0.23928361 0.25268202
0.24120758 0.26677178 0.23933222 0.25268843
0.24111536 0.26680891 0.23938091 0.25269482
0.24102322 0.26684590 0.23942969 0.25270119
0.24093114 0.26688276 0.23947856 0.25270754
0.24083914 0.26691948 0.23952752 0.25271386
0.24074720 0.26695607 0.23957656 0.25272016
0.24065534 0.26699252 0.23962569 0.25272645
0.24056355 0.26702884 0.23967491 0.25273271
0.24047184 0.26706501 0.23972421 0.25273894
0.24038020 0.26710105 0.23977359 0.25274516
0.24028863 0.26713695 0.23982306 0.25275136
0.24019714 0.26717272 0.23987261 0.25275753
0.24010572 0.26720834 0.23992225 0.25276368
0.24001438 0.26724383 0.23997197 0.25276981
0.23992312 0.26727918 0.24002178 0.25277592
0.23983194 0.26731439 0.24007167 0.25278201
0.23974084 0.26734945 0.24012164 0.25278807
0.23964981 0.26738438 0.24017169 0.25279412
0.23955887 0.26741917 0.24022183 0.25280014
0.23946800 0.26745382 0.24027204 0.25280614
0.23937722 0.26748832 0.24032234 0.25281211
0.23928653 0.26752268 0.24037272 0.25281807
0.23919591 0.26755691 0.24042318 0.25282400
0.23910538 0.26759099 0.24047372 0.25282991
0.23901493 0.26762493 0.24052434 0.25283580
0.23892457 0.26765872 0.24057504 0.25284167
0.23883430 0.26769237 0.24062582 0.25284751
0.23874411 0.26772588 0.24067668 0.25285333
0.23865401 0.26775925 0.24072761 0.25285913
0.23856399 0.26779247 0.24077863 0.25286491
0.23847407 0.26782555 0.24082972 0.25287066
0.23838423 0.26785848 0.24088089 0.25287639
0.23829449 0.26789127 0.24093214 0.25288210
0.23820484 0.26792391 0.24098346 0.25288779
0.23811527 0.26795640 0.24103486 0.25289346
0.23802580 0.26798876 0.24108634 0.25289910
0.23793643 0.26802096 0.24113789 0.25290472
0.23784714 0.26805302 0.24118952 0.25291031
0.23775796 0.26808493 0.24124122 0.25291589
0.23766886 0.26811670 0.24129300 0.25292144
0.23757986 0.26814831 0.24134485 0.25292697
0.23749096 0.26817978 0.24139678 0.25293248
0.23740216 0.26821111 0.24144878 0.25293796
0.23731345 0.26824228 0.24150085 0.25294342
0.23722484 0.26827330 0.24155300 0.25294886
0.23713633 0.26830418 0.24160522 0.25295427
0.23704792 0.26833491 0.24165751 0.25295966
0.23695961 0.26836549 0.24170987 0.25296503
0.23687141 0.26839592 0.24176230 0.25297038
0.23678330 0.26842619 0.24181481 0.25297570
0.23669530 0.26845632 0.24186738 0.25298100
0.23660740 0.26848630 0.24192003 0.25298627
0.23651960 0.26851613 0.24197274 0.25299153
0.23643191 0.26854580 0.24202553 0.25299676
0.23634432 0.26857533 0.24207838 0.25300196
0.23625684 0.26860470 0.24213131 0.25300715
0.23616947 0.26863392 0.24218430 0.25301231
0.23608220 0.26866299 0.24223736 0.25301745
0.23599505 0.26869191 0.24229049 0.25302256
0.23590800 0.26872067 0.24234368 0.25302765
0.23582106 0.26874928 0.24239695 0.25303272
0.23573423 0.26877774 0.24245028 0.25303776
0.23564751 0.26880604 0.24250367 0.25304278
0.23556090 0.26883419 0.24255713 0.25304778
0.23547440 0.26886219 0.24261066 0.25305275
0.23538802 0.26889003 0.24266425 0.25305770
0.23530175 0.26891772 0.24271791 0.25306262
0.23521559 0.26894525 0.24277163 0.25306753
0.23512955 0.26897263 0.24282541 0.25307241
0.23504362 0.26899985 0.24287926 0.25307726
0.23495781 0.26902692 0.24293318 0.25308209
0.23487212 0.26905383 0.24298715 0.25308690
0.23478654 0.26908058 0.24304119 0.25309168
0.23470109 0.26910718 0.24309529 0.25309644
0.23461575 0.26913362 0.24314945 0.25310118
0.23453053 0.26915991 0.24320367 0.25310589
0.23444543 0.26918604 0.24325796 0.25311058
0.23436045 0.26921201 0.24331230 0.25311525
0.23427559 0.26923782 0.24336670 0.25311989
0.23419085 0.26926347 0.24342117 0.25312451
0.23410624 0.26928897 0.24347569 0.25312910
0.23402175 0.26931431 0.24353028 0.25313367
0.23393738 0.26933949 0.24358492 0.25313821
0.23385314 0.26936451 0.24363962 0.25314273
0.23376902 0.26938937 0.24369438 0.25314723
0.23368503 0.26941407 0.24374919 0.25315171
0.23360117 0.26943862 0.24380406 0.25315615
0.23351743 0.26946300 0.24385899 0.25316058
0.23343382 0.26948722 0.24391398 0.25316498
0.23335034 0.26951129 0.24396902 0.25316936
0.23326698 0.26953519 0.24402412 0.25317371
0.23318376 0.26955893 0.24407927 0.25317804
0.23310067 0.26958251 0.24413448 0.25318234
0.23301771 0.26960593 0.24418974 0.25318662
0.23293488 0.26962919 0.24424505 0.25319087
0.23285218 0.26965229 0.24430042 0.25319511
0.23276962 0.26967523 0.24435584 0.25319931
0.23268718 0.26969800 0.24441132 0.25320349
0.23260489 0.26972061 0.24446685 0.25320765
0.23252273 0.26974306 0.24452243 0.25321179
0.23244070 0.26976535 0.24457806 0.25321589
0.23235881 0.26978747 0.24463374 0.25321998
0.23227705 0.26980943 0.24468947 0.25322404
0.23219544 0.26983123 0.24474526 0.25322807
0.23211396 0.26985287 0.24480109 0.25323209
0.23203262 0.26987434 0.24485697 0.25323607
0.23195142 0.26989564 0.24491290 0.25324003
0.23187036 0.26991679 0.24496889 0.25324397
0.23178944 0.26993777 0.24502491 0.25324788
0.23170866 0.26995858 0.24508099 0.25325177
0.23162802 0.26997923 0.24513712 0.25325564
0.23154752 0.26999971 0.24519329 0.25325947
0.23146717 0.27002003 0.24524951 0.25326329
0.23138696 0.27004019 0.24530577 0.25326708
0.23130690 0.27006018 0.24536208 0.25327084
0.23122698 0.27008000 0.24541844 0.25327458
0.23114720 0.27009966 0.24547484 0.25327830
0.23106757 0.27011915 0.24553129 0.25328199
0.23098809 0.27013848 0.24558778 0.25328565
0.23090876 0.27015764 0.24564431 0.25328929
0.23082957 0.27017663 0.24570089 0.25329291
0.23075053 0.27019546 0.24575751 0.25329650
0.23067164 0.27021412 0.24581418 0.25330007
0.23059290 0.27023261 0.24587088 0.25330361
0.23051431 0.27025094 0.24592763 0.25330712
0.23043587 0.27026909 0.24598442 0.25331061
0.23035758 0.27028708 0.24604125 0.25331408
0.23027945 0.27030491 0.24609812 0.25331752
0.23020147 0.27032256 0.24615503 0.25332094
0.23012364 0.27034005 0.24621199 0.25332433
0.23004596 0.27035737 0.24626898 0.25332769
0.22996844 0.27037452 0.24632601 0.25333104
0.22989107 0.27039150 0.24638307 0.25333435
0.22981386 0.27040832 0.24644018 0.25333764
0.22973681 0.27042496 0.24649732 0.25334091
0.22965991 0.27044144 0.24655450 0.25334415
0.22958317 0.27045774 0.24661172 0.25334736
0.22950659 0.27047388 0.24666898 0.25335056
0.22943017 0.27048985 0.24672627 0.25335372
0.22935390 0.27050565 0.24678359 0.25335686
0.22927780 0.27052128 0.24684095 0.25335998
0.22920185 0.27053673 0.24689835 0.25336307
0.22912607 0.27055202 0.24695578 0.25336613
0.22905045 0.27056714 0.24701324 0.25336917
0.22897499 0.27058209 0.24707074 0.25337218
0.22889969 0.27059687 0.24712827 0.25337517
0.22882456 0.27061148 0.24718583 0.25337813
0.22874959 0.27062591 0.24724343 0.25338107
0.22867478 0.27064018 0.24730105 0.25338399
0.22860014 0.27065427 0.24735871 0.25338687
0.22852567 0.27066820 0.24741640 0.25338974
0.22845136 0.27068195 0.24747412 0.25339257
0.22837722 0.27069553 0.24753187 0.25339538
0.22830324 0.27070894 0.24758965 0.25339817
0.22822944 0.27072218 0.24764745 0.25340093
0.22815580 0.27073525 0.24770529 0.25340366
0.22808233 0.27074814 0.24776316 0.25340637
0.22800903 0.27076086 0.24782105 0.25340906
0.22793590 0.27077342 0.24787897 0.25341172
0.22786294 0.27078579 0.24793692 0.25341435
0.22779015 0.27079800 0.24799489 0.25341696
0.22771753 0.27081003 0.24805289 0.25341954
0.22764509 0.27082190 0.24811092 0.25342210
0.22757282 0.27083358 0.24816897 0.25342463
0.22750072 0.27084510 0.24822705 0.25342714
0.22742879 0.27085644 0.24828515 0.25342962
0.22735704 0.27086761 0.24834327 0.25343207
0.22728547 0.27087861 0.24840142 0.25343450
0.22721407 0.27088943 0.24845959 0.25343690
0.22714285 0.27090009 0.24851778 0.25343928
0.22707180 0.27091056 0.24857600 0.25344164
0.22700093 0.27092087 0.24863424 0.25344396
0.22693024 0.27093100 0.24869250 0.25344626
0.22685973 0.27094095 0.24875078 0.25344854
0.22678940 0.27095074 0.24880908 0.25345079
0.22671924 0.27096035 0.24886740 0.25345301
0.22664927 0.27096978 0.24892574 0.25345521
0.22657947 0.27097904 0.24898410 0.25345739
0.22650986 0.27098813 0.24904248 0.25345953
0.22644043 0.27099704 0.24910087 0.25346166
0.22637118 0.27100578 0.24915929 0.25346375
0.22630211 0.27101435 0.24921772 0.25346582
0.22623323 0.27102274 0.24927617 0.25346787
0.22616453 0.27103095 0.24933463 0.25346989
0.22609601 0.27103900 0.24939311 0.25347188
0.22602768 0.27104686 0.24945161 0.25347385
0.22595954 0.27105455 0.24951012 0.25347579
0.22589158 0.27106207 0.24956865 0.25347771
0.22582380 0.27106942 0.24962719 0.25347960
0.22575621 0.27107658 0.24968574 0.25348146
0.22568881 0.27108358 0.24974431 0.25348330
0.22562160 0.27109039 0.24980289 0.25348511
0.22555458 0.27109704 0.24986148 0.25348690
0.22548774 0.27110350 0.24992009 0.25348866
0.22542110 0.27110980 0.24997871 0.25349040
0.22535464 0.27111591 0.25003733 0.25349211
0.22528838 0.27112186 0.25009597 0.25349379
0.22522230 0.27112762 0.25015462 0.25349545
0.22515642 0.27113322 0.25021328 0.25349708
0.22509073 0.27113863 0.25027195 0.25349869
0.22502523 0.27114387 0.25033063 0.25350027
0.22495992 0.27114894 0.25038931 0.25350183
0.22489481 0.27115383 0.25044800 0.25350336
0.22482989 0.27115854 0.25050670 0.25350486
0.22476517 0.27116308 0.25056541 0.25350634
0.22470064 0.27116744 0.25062413 0.25350779
0.22463631 0.27117163 0.25068285 0.25350922
0.22457217 0.27117564 0.25074157 0.25351062
0.22450823 0.27117948 0.25080031 0.25351199
0.22444448 0.27118314 0.25085904 0.25351334
0.22438093 0.27118662 0.25091778 0.25351466
0.22431758 0.27118993 0.25097653 0.25351596
0.22425443 0.27119306 0.25103528 0.25351723
0.22419148 0.27119602 0.25109403 0.25351848
0.22412873 0.27119880 0.25115278 0.25351969
0.22406617 0.27120140 0.25121154 0.25352089
0.22400382 0.27120383 0.25127030 0.25352206
0.22394167 0.27120608 0.25132905 0.25352320
0.22387971 0.27120816 0.25138781 0.25352431
0.22381796 0.27121006 0.25144657 0.25352540
0.22375642 0.27121179 0.25150533 0.25352647
0.22369507 0.27121333 0.25156409 0.25352750
0.22363393 0.27121471 0.25162285 0.25352852
0.22357299 0.27121590 0.25168161 0.25352950
0.22351225 0.27121692 0.25174036 0.25353046
0.22345172 0.27121777 0.25179911 0.25353140
0.22339140 0.27121844 0.25185786 0.25353230
0.22333128 0.27121893 0.25191661 0.25353319
0.22327136 0.27121925 0.25197535 0.25353404
0.22321166 0.27121939 0.25203408 0.25353487
0.22315215 0.27121935 0.25209282 0.25353568
0.22309286 0.27121914 0.25215154 0.25353646
0.22303377 0.27121875 0.25221026 0.25353721
0.22297490 0.27121819 0.25226898 0.25353794
0.22291623 0.27121745 0.25232769 0.25353864
0.22285777 0.27121653 0.25238639 0.25353931
0.22279951 0.27121544 0.25244508 0.25353996
0.22274147 0.27121417 0.25250377 0.25354059
0.22268364 0.27121273 0.25256245 0.25354118
0.22262602 0.27121111 0.25262111 0.25354176
0.22256861 0.27120931 0.25267977 0.25354230
0.22251142 0.27120734 0.25273842 0.25354282
0.22245443 0.27120520 0.25279706 0.25354331
0.22239766 0.27120287 0.25285569 0.25354378
0.22234110 0.27120037 0.25291431 0.25354422
0.22228475 0.27119770 0.25297291 0.25354464
0.22222862 0.27119485 0.25303150 0.25354503
0.22217270 0.27119182 0.25309008 0.25354539
0.22211700 0.27118862 0.25314865 0.25354573
0.22206151 0.27118524 0.25320720 0.25354605
0.22200624 0.27118169 0.25326574 0.25354633
0.22195118 0.27117796 0.25332427 0.25354659
